"","iliad.txt","odyssey.txt"
"provis",2,12
"provok",26,2
"prowess",10,7
"prowl",1,2
"prudenc",10,0
"prudent",16,1
"prune",1,0
"prytani",1,0
"prythe",1,0
"pseudo",1,0
"pseudonym",1,0
"pteleon",2,0
"pthia",5,0
"ptolemi",1,0
"public",34,29
"publicthey",1,0
"publish",5,4
"puf",1,0
"puff",1,0
"pugna",1,0
"pui",1,0
"puke",1,0
"pull",1,6
"puls",2,0
"punish",9,10
"punishd",1,0
"punit",1,1
"purchas",8,1
"pure",20,8
"purer",2,0
"purest",6,0
"purg",2,0
"puri",1,0
"purifi",2,3
"puriti",3,0
"purl",1,0
"purpl",45,6
"purport",1,0
"purpos",28,12
"purpureo",1,0
"pursu",77,1
"pursuanc",3,0
"pursuant",1,0
"pursuit",6,1
"pushd",2,0
"put",18,136
"pylad",1,0
"pylaemen",4,0
"pylart",1,0
"pyle",2,0
"pylen",1,0
"pyleus",1,0
"pylian",21,3
"pylo",7,47
"pylon",1,0
"pyraechm",1,0
"pyramid",3,0
"pyramus",1,0
"pyre",13,2
"pyrechm",1,0
"pyrous",1,0
"pyrrhasus",1,0
"pyrrhus",1,0
"pyrus",1,0
"pythian",1,1
"pytho",1,2
"quai",1,0
"quaint",2,0
"qualif",2,0
"qualifi",1,0
"qualiti",5,3
"quantiti",1,10
"quanto",1,0
"quarrel",8,12
"quarrelbut",1,0
"quarri",3,0
"quarter",10,10
"quasi",1,0
"que",1,0
"queen",67,26
"quell",3,1
"quelld",1,0
"quench",2,1
"quenchd",4,0
"queri",3,0
"question",20,42
"questiond",2,0
"qui",1,0
"quick",7,16
"quicker",1,2
"quicksand",1,0
"quiet",3,14
"quinctilian",1,0
"quintus",5,0
"quir",3,0
"quit",40,54
"quiver",21,7
"quiverd",5,0
"quocunqu",1,0
"quoit",2,0
"quot",8,1
"rabid",2,0
"race",196,15
"racer",7,0
"rack",2,0
"radianc",1,1
"radiant",42,0
"rafter",1,7
"rag",1,18
"rage",256,14
"rageso",1,0
"ragioni",1,0
"rail",2,1
"rain",12,7
"rainbow",2,0
"raind",2,0
"raini",1,0
"rais",96,45
"raisd",1,0
"ralli",7,0
"ram",5,12
"rambl",1,0
"rampart",18,0
"rampir",3,0
"ran",10,18
"rancour",2,0
"rang",22,9
"rank",87,3
"rankd",4,0
"ranker",1,0
"ransom",12,1
"ransomd",1,0
"rapaci",1,0
"rape",1,0
"raphelingius",1,0
"rapid",38,3
"rapin",5,0
"rapt",4,1
"raptur",4,0
"rare",3,4
"rash",35,0
"rate",2,13
"rather",25,26
"ratifi",4,0
"rattl",15,1
"ravag",2,4
"rave",5,1
"ravish",2,0
"ravishd",9,0
"ray",27,4
"raze",13,0
"reach",27,114
"reachd",19,0
"read",34,13
"readabl",2,3
"reader",22,20
"readi",23,37
"readiest",1,0
"real",6,6
"realis",1,3
"realiti",4,4
"realiz",2,0
"realm",51,0
"reap",2,1
"reapd",1,0
"reaper",4,0
"reappear",1,0
"rear",34,2
"reard",10,0
"reason",31,32
"rebat",1,0
"rebel",4,0
"rebelld",1,0
"rebelli",2,0
"rebellion",3,0
"rebellow",5,0
"rebelwar",1,0
"rebound",5,0
"rebuk",2,7
"recal",8,4
"recalld",3,0
"recast",1,0
"reced",10,0
"receipt",2,2
"receiv",94,27
"recens",1,0
"recent",5,3
"recept",1,1
"recess",5,0
"recit",18,0
"reckless",1,3
"reckon",1,6
"reclaim",3,1
"reclin",13,3
"recogn",5,0
"recognis",1,15
"recollect",3,2
"recommend",2,2
"recompens",3,0
"reconcil",7,0
"reconcili",2,0
"reconstruct",1,0
"record",6,1
"recount",3,0
"recov",2,3
"recoverd",1,0
"recreant",2,0
"recruit",2,0
"recur",1,0
"recurr",1,0
"red",36,5
"redden",4,1
"redeem",5,0
"redeemd",4,0
"redempt",2,0
"redhiss",1,0
"redistribut",5,5
"redoubl",6,0
"redress",3,0
"redressd",2,0
"reduc",3,3
"redund",2,1
"reecho",4,1
"reed",5,1
"reek",19,2
"reel",3,2
"reeld",1,0
"reembark",1,0
"reenter",1,0
"refect",1,0
"refer",17,18
"refin",6,0
"reflect",21,1
"refluent",1,0
"refractori",1,0
"refrain",3,3
"refraind",1,0
"refresh",10,3
"refreshd",3,0
"refug",2,1
"refulg",36,0
"refund",11,10
"refus",23,7
"refut",1,0
"regain",6,1
"regaind",2,0
"regal",5,0
"regard",25,22
"regardless",4,0
"regent",1,0
"regi",1,0
"region",19,2
"regist",2,2
"regret",5,0
"regul",2,1
"regular",10,0
"reign",44,12
"reignd",4,0
"rein",48,2
"reind",4,0
"reinspir",2,0
"reject",13,1
"rejoic",8,19
"rejoin",1,1
"rejoind",12,4
"rekindl",4,1
"relat",14,3
"relax",3,0
"relaxd",2,0
"releas",6,1
"relent",5,0
"relentless",9,0
"relic",18,0
"relief",9,2
"reliefal",1,0
"reliev",9,3
"religi",5,1
"religion",7,0
"reluct",5,0
"remain",90,26
"remaind",7,0
"remark",24,7
"remedi",1,3
"rememb",8,22
"remembr",4,0
"remiss",2,0
"remit",1,0
"remnant",1,0
"remodel",1,0
"remonstr",2,0
"remors",1,0
"remot",12,1
"remotest",7,0
"remount",2,0
"remov",21,10
"remurmur",2,0
"remurmurd",1,0
"renam",2,1
"rend",36,0
"render",13,2
"renew",25,0
"renewd",3,0
"rennel",1,0
"renounc",5,0
"renov",1,0
"renown",14,7
"renownd",36,0
"rent",12,2
"rep",2,0
"repaid",3,1
"repair",20,1
"repast",16,0
"repay",7,1
"repeat",15,5
"repel",13,0
"repelld",9,0
"repent",5,0
"repetit",6,0
"repin",3,0
"replac",8,6
"repli",110,48
"repondr",1,0
"report",7,3
"repos",10,1
"repres",15,0
"represent",3,1
"repress",3,0
"repressd",4,0
"repriev",1,0
"reprimand",1,1
"repris",1,0
"reproach",21,2
"reprob",1,0
"reproduc",1,0
"reproof",5,0
"reprov",3,0
"reptil",1,0
"republican",1,0
"repugn",1,0
"repuls",19,0
"repulsd",1,0
"reput",8,1
"request",14,1
"requir",30,9
"requiresit",1,0
"requisit",2,0
"requit",3,3
"rescu",15,0
"research",2,2
"resembl",5,3
"resent",15,1
"reserv",5,2
"resid",4,0
"resign",26,0
"resignd",21,0
"resist",11,2
"resistless",18,0
"resolut",2,0
"resolv",26,5
"resort",1,0
"resound",65,4
"respect",30,32
"respir",3,0
"respit",4,1
"resplend",4,0
"respons",2,0
"rest",116,58
"restclass",1,0
"restingplac",1,0
"restiv",1,0
"restless",6,0
"restor",52,2
"restord",1,0
"restrain",18,5
"restraind",8,0
"restrict",2,2
"result",11,0
"resum",9,3
"resumedth",1,0
"retain",8,0
"retard",2,0
"retent",1,0
"retir",76,2
"retird",1,0
"retort",3,0
"retreat",23,0
"retribut",1,0
"retributionmur",1,0
"retriev",3,0
"return",102,127
"returnd",28,0
"returndauster",1,0
"returnst",1,0
"reus",2,2
"rev",1,0
"reveal",8,3
"reveald",9,0
"revealdhear",1,0
"revel",2,1
"reveng",45,19
"revenu",2,1
"rever",23,1
"reverend",32,0
"reverenti",1,0
"revers",5,0
"revert",2,0
"review",8,0
"revil",2,3
"revis",1,1
"reviv",5,0
"revolt",1,0
"revolut",1,0
"revolv",15,0
"reward",22,0
"rhadamanth",1,0
"rhapsod",4,0
"rhapsodi",3,0
"rhea",1,0
"rhena",1,0
"rhesus",15,0
"rhetor",1,0
"rhigma",1,0
"rhode",4,0
"rhodian",3,0
"rhodius",1,0
"rhyme",1,0
"rhytion",1,0
"rib",1,1
"ribbd",1,0
"rich",75,26
"richard",1,0
"richest",4,2
"rid",1,1
"riddl",1,0
"ride",8,3
"ridg",1,0
"ridicul",3,1
"riduc",1,0
"rifl",2,0
"right",50,70
"righteous",5,4
"rigid",3,0
"rill",10,1
"rim",4,2
"rinaldo",2,0
"ring",41,3
"ringlet",3,0
"ripe",4,0
"ripen",2,2
"ripend",2,0
"riposo",1,0
"rippd",1,0
"rise",201,18
"riserba",1,0
"risk",1,1
"rite",43,8
"rival",28,0
"rivalryit",1,0
"riven",2,0
"river",40,32
"rivet",1,1
"road",13,13
"roam",5,0
"roar",57,6
"roard",3,0
"roast",2,10
"rob",5,10
"robbd",5,0
"robber",1,3
"robberi",1,0
"robbst",1,0
"robe",6,5
"rock",52,60
"rocki",14,3
"rod",2,0
"rode",4,2
"roe",1,0
"roll",102,6
"rolld",42,0
"roman",6,2
"romanc",3,0
"romulus",1,0
"roof",13,12
"room",9,76
"root",14,9
"rope",1,8
"rosco",1,0
"rose",56,21
"roseat",2,0
"rosi",12,0
"rosyfingerd",1,0
"rott",1,0
"rotunda",1,0
"rough",18,12
"roughftey",1,0
"round",190,145
"rous",29,6
"rout",19,2
"rove",2,1
"row",10,21
"royal",40,1
"royalti",6,5
"rubbish",1,0
"ruddi",5,0
"rude",4,4
"rudiment",1,0
"rueful",1,0
"ruffl",3,0
"rug",4,14
"rugiad",1,0
"ruin",58,12
"ruind",3,0
"rule",52,17
"ruler",11,5
"rumbl",1,0
"rumin",1,0
"rumour",1,3
"run",48,45
"rung",17,0
"rural",4,0
"rush",79,13
"rushd",35,0
"rustic",5,0
"rustl",6,0
"ruthless",6,1
"sabl",44,0
"sack",3,20
"sackd",2,0
"sacr",145,5
"sacred",1,0
"sacrif",4,13
"sacrific",34,32
"sacrifici",1,2
"sad",94,16
"sadden",1,0
"saddend",3,0
"sadder",2,1
"safe",46,37
"safer",2,1
"safest",1,1
"safeti",23,2
"saffron",3,0
"saga",1,0
"sagac",2,0
"sagaci",1,0
"sage",46,0
"sai",1,0
"said",211,483
"saidnew",1,0
"sail",30,90
"saild",3,0
"sailor",6,12
"saint",1,0
"sake",8,6
"salami",2,0
"salaminian",1,0
"salli",1,2
"salt",8,14
"salubri",1,0
"salut",2,8
"samatian",1,0
"same",1,0
"samian",1,0
"samo",2,4
"samothracia",1,0
"sampl",1,0
"samuel",1,2
"sanctifi",1,0
"sanction",6,1
"sanctuari",1,0
"sand",39,8
"sandal",3,15
"sandi",15,0
"sang",2,10
"sangar",2,0
"sangarius",1,0
"sangui",1,0
"sanguign",1,0
"sanguin",14,0
"sank",8,4
"santa",1,0
"sap",1,0
"sappd",1,0
"saracen",1,0
"sarcast",1,0
"sarpedon",38,0
"sat",44,60
"satan",1,0
"sate",10,1
"satiat",3,0
"satieti",1,0
"satir",1,0
"satisfact",5,6
"satisfactori",2,1
"satisfactorili",1,0
"satisfi",7,8
"satnio",3,0
"satnius",1,0
"saturn",8,8
"saturnia",15,0
"saturnius",4,0
"savag",24,13
"save",66,33
"saviour",1,0
"savour",1,1
"savouri",2,1
"saw",62,129
"sawst",1,0
"saxo",1,0
"say",87,212
"saysi",1,0
"scaea",3,0
"scaean",14,0
"scald",2,1
"scale",24,1
"scali",3,0
"scalig",2,0
"scamand",30,0
"scamandrius",2,0
"scamandro",1,0
"scandal",6,3
"scannd",1,0
"scantl",1,0
"scape",9,0
"scarc",57,0
"scare",2,3
"scarf",2,1
"scarph",1,0
"scatter",25,1
"scatterd",29,0
"scene",72,6
"scent",2,1
"sceptic",8,0
"sceptr",29,3
"schedius",3,0
"scheme",4,14
"schlegel",2,0
"schoeno",1,0
"schol",2,0
"scholar",4,1
"scholast",3,0
"scholia",1,0
"scholo",1,0
"school",5,1
"schoolfellow",1,0
"schroeder",1,0
"schweigh",1,0
"scienc",3,1
"scienza",1,0
"scipio",1,0
"scof",1,0
"scoopd",1,0
"scorch",3,0
"scorchd",3,0
"score",2,1
"scorn",25,0
"scornd",3,0
"scotland",1,0
"scott",1,3
"scour",6,0
"scourg",14,0
"scout",2,4
"scrapbook",1,0
"scratch",1,0
"scream",3,7
"screen",1,0
"screend",5,0
"scriptur",2,0
"scrupuleus",1,0
"scud",1,0
"sculptor",1,0
"sculptur",4,0
"scyro",2,1
"sdegni",1,0
"sea",68,203
"seabeat",4,0
"seacoast",1,0
"seagirt",1,3
"seagod",3,1
"seagreen",2,0
"seal",14,13
"seald",7,0
"seamen",1,0
"search",13,8
"searchd",1,0
"seashor",8,1
"season",6,9
"seat",67,89
"seawat",1,1
"seawe",1,0
"secess",2,0
"second",32,17
"secondari",1,0
"secret",38,7
"secretari",1,0
"section",22,8
"secur",34,11
"sedat",5,0
"sedgi",1,0
"sedit",1,0
"seduc",1,3
"see",196,293
"seed",10,0
"seek",56,2
"seekst",1,0
"seem",77,52
"seemd",25,0
"seemst",1,0
"seen",34,49
"seer",10,6
"seest",4,0
"seipso",1,0
"seiz",71,13
"seldom",1,2
"select",16,1
"self",19,4
"selfclos",1,0
"selfconfid",1,0
"selfish",1,0
"selfmov",1,0
"selfopend",1,0
"selfsam",4,0
"sell",4,6
"selli",1,0
"semblanc",1,1
"semidivin",1,0
"senat",6,0
"send",71,77
"seneca",2,0
"senior",4,1
"sens",39,19
"senseless",4,0
"sensibl",9,8
"sent",82,82
"sentenc",12,3
"sentiment",10,0
"sentinel",1,0
"separ",11,4
"septemb",2,0
"sepulchr",3,0
"sepultur",1,0
"seq",11,0
"sequel",3,0
"sequesterd",1,0
"seraph",1,0
"seren",4,0
"sergestus",1,0
"seri",3,1
"serious",1,9
"serpent",8,0
"serv",19,15
"servant",7,113
"servic",11,10
"servil",7,0
"servitud",1,0
"servius",1,0
"sesamus",1,0
"sesto",1,0
"set",47,178
"sete",1,0
"settl",12,14
"settlement",1,0
"seul",1,0
"seven",19,10
"sevenfold",7,0
"seventeenth",2,0
"seventh",7,4
"sever",38,10
"severd",3,0
"sex",4,1
"sextus",1,0
"shade",135,1
"shadi",14,3
"shadow",3,1
"shadowi",2,1
"shaft",30,4
"shaggi",5,1
"shake",92,1
"shaken",1,0
"shakesper",3,0
"shakest",1,0
"shakspear",1,0
"shall",511,217
"shalt",17,0
"shame",61,7
"shameless",1,3
"shape",24,4
"share",77,15
"sharp",9,6
"sharpend",3,0
"sharper",1,1
"sharpest",3,0
"sharptoothd",1,0
"shatterd",7,0
"sheath",18,2
"sheathd",4,0
"sheav",4,0
"shed",31,21
"sheep",10,65
"sheephook",1,0
"sheer",1,10
"sheet",5,5
"shei",1,0
"shelter",2,11
"shelterd",1,0
"shelv",1,2
"shepherd",18,13
"shepherdswain",1,0
"shield",171,19
"shift",5,7
"shine",129,2
"shing",1,0
"ship",142,308
"shipwreck",1,2
"shipwreckd",1,0
"shipwright",2,2
"shiver",2,1
"shiverd",2,0
"shoal",1,1
"shock",18,4
"shockd",1,0
"shone",14,0
"shook",56,3
"shoot",12,22
"shooter",1,0
"shore",198,42
"shorn",2,0
"short",60,15
"shortend",2,0
"shorter",1,1
"shortliv",5,0
"shortpant",1,0
"shot",32,1
"shoulder",54,38
"shoulderblad",1,1
"shouldst",4,0
"shour",1,0
"shout",63,16
"show",52,58
"showd",9,0
"shower",29,0
"showerd",2,0
"showeri",3,0
"shown",14,10
"shriek",7,0
"shrill",8,0
"shrillest",1,0
"shrine",5,0
"shrink",3,0
"shroud",8,2
"shrub",4,0
"shrunk",4,0
"shudder",1,3
"shun",29,3
"shunnd",10,0
"shut",8,9
"shuttl",1,2
"sian",1,0
"sick",1,8
"sickend",1,0
"sickl",2,0
"side",139,95
"sidethirlwal",1,0
"sidon",1,1
"sidonian",2,3
"sieg",6,0
"sift",1,0
"sigaeum",1,0
"sigh",39,6
"sighd",2,0
"sight",93,21
"sightless",1,0
"sign",80,20
"signal",21,0
"signd",2,0
"signif",1,0
"signifi",3,0
"signific",1,1
"signst",1,0
"silenc",37,9
"silent",45,2
"silius",2,0
"silken",3,0
"silver",72,33
"silverfoot",9,1
"silveri",2,0
"silvershaft",1,0
"simar",1,0
"simil",6,1
"similar",8,0
"simoi",16,0
"simoisius",4,0
"simonid",3,0
"simpl",6,1
"simpler",1,0
"simplest",2,0
"simplic",7,0
"sin",1,3
"sinai",1,0
"sinc",64,28
"sincer",4,0
"sinecur",1,0
"sinecurist",1,0
"sinew",2,1
"sinewi",2,0
"sing",18,48
"singl",52,22
"singsand",1,0
"singular",3,6
"sinist",1,0
"sink",57,3
"sinner",1,0
"sinon",1,0
"sinthian",2,0
"sipyluss",1,0
"sir",6,44
"sire",131,1
"sirethi",1,0
"sirian",1,0
"sirius",2,0
"sister",28,5
"sisterwif",1,0
"sisyphus",1,1
"sit",26,76
"site",6,8
"siteseem",1,0
"situat",6,3
"siu",1,0
"six",9,15
"sixteen",3,1
"sixteenth",1,0
"sixth",4,1
"sixti",4,2
"size",8,4
"sketch",3,0
"skil",13,5
"skill",19,16
"skilld",29,0
"skim",2,1
"skimmd",1,0
"skin",7,20
"skirmish",1,0
"skulk",2,0
"skull",1,1
"sky",220,8
"slack",2,0
"slackend",2,0
"slain",176,2
"slaughter",69,4
"slaughterd",32,0
"slave",28,6
"slavish",1,0
"slay",4,2
"sleek",1,0
"sleep",69,86
"sleepless",2,1
"sleepmilton",1,0
"sleepst",3,0
"sleight",1,0
"slender",2,0
"slept",4,14
"slew",40,2
"sli",1,1
"slidder",1,0
"slide",2,1
"slight",12,1
"slimi",2,0
"sling",3,1
"slinger",1,0
"slipperi",7,0
"slope",1,1
"sloth",7,0
"sloven",1,0
"slow",41,1
"slowli",9,0
"slowmov",3,0
"sluic",1,0
"sluici",2,0
"slumber",16,7
"slumberd",3,0
"small",18,13
"smaller",1,4
"smallest",1,0
"smart",9,2
"smeard",2,0
"smile",39,7
"sminthean",2,0
"smintheus",2,0
"smintho",1,0
"smit",3,0
"smite",1,2
"smoke",55,13
"smoki",5,0
"smooth",10,7
"smoothd",2,0
"smoothglid",1,0
"smote",6,8
"smother",1,0
"smyrna",3,1
"snake",4,0
"snatch",15,8
"snatchd",20,0
"snort",2,0
"snow",16,4
"snowi",19,1
"snuff",3,0
"soar",2,2
"soard",2,0
"sob",3,3
"sobbd",1,0
"sober",3,0
"socal",1,0
"social",9,0
"societi",7,0
"socrat",5,0
"socrati",1,0
"socus",3,0
"soeer",1,0
"soever",1,0
"soft",67,12
"soften",4,3
"softend",3,0
"softer",4,0
"softest",2,0
"softtrickl",1,0
"soheaven",1,0
"soil",16,10
"soild",2,0
"sol",1,0
"solac",1,1
"solar",1,0
"sold",7,2
"soldier",20,4
"sole",9,1
"solemn",39,11
"solemnitiescoleridg",1,0
"solicit",4,3
"solid",27,1
"solitari",1,1
"solon",4,0
"solymaean",3,0
"someth",15,47
"sometim",13,9
"somewhat",3,4
"somno",1,0
"somnus",2,0
"son",420,336
"song",25,11
"sonor",1,0
"sonthen",1,0
"soon",65,103
"sooner",3,2
"sooth",8,0
"sooti",1,0
"sophocl",3,1
"sophoi",1,0
"sordid",2,0
"sore",6,6
"soror",1,0
"sorrisi",1,0
"sorrow",71,50
"sorrowd",5,0
"sorrowstream",1,0
"sort",12,15
"sospir",1,0
"sought",45,1
"soul",186,6
"soulard",1,0
"sound",110,25
"sounder",1,0
"sour",5,0
"sourc",20,3
"sous",1,0
"south",1,15
"southern",2,0
"sovereign",28,1
"sow",1,2
"space",40,5
"spacious",17,4
"spade",1,0
"spake",12,2
"span",3,0
"spangl",2,0
"spare",34,13
"sparkl",15,0
"sparta",8,9
"spartan",36,0
"spatterd",1,0
"speak",50,79
"speaker",3,3
"spear",174,67
"speci",2,0
"special",2,5
"specif",1,1
"specifi",2,2
"speckl",1,0
"spectacl",3,0
"spectat",3,0
"spectr",3,0
"sped",11,3
"speech",33,15
"speed",41,11
"speedi",7,0
"spelt",1,0
"spend",1,3
"spent",13,3
"spera",1,0
"sperchius",3,0
"sphere",4,0
"sphodrotaeto",1,0
"spi",14,1
"spiki",1,0
"spilt",1,3
"spin",1,5
"spinal",1,0
"spindl",2,0
"spinster",1,0
"spio",1,0
"spire",10,0
"spiri",1,0
"spirit",67,8
"spiritless",1,0
"spiritstir",1,0
"spleen",3,0
"splendid",7,6
"splendour",9,5
"splinterd",1,0
"spoil",66,8
"spoild",2,0
"spoke",153,89
"spoken",2,13
"spoketh",2,0
"spong",1,4
"spontan",4,0
"sport",6,11
"sportiv",2,0
"spot",13,4
"spotless",3,0
"spous",21,0
"spout",6,0
"sprang",4,16
"spread",120,15
"spreadst",1,0
"sprig",1,0
"spright",6,0
"spring",63,8
"springst",1,0
"springtim",1,0
"sprinkl",10,6
"sprung",46,1
"spun",3,1
"spurious",1,0
"spurn",5,0
"spurnd",1,0
"sputter",1,1
"sqq",15,0
"squadron",36,0
"squar",1,2
"squeamish",1,0
"squint",1,0
"squir",10,0
"stabbd",1,0
"staff",1,12
"stag",2,4
"stage",1,1
"stagger",4,1
"stain",14,0
"staind",7,0
"stake",4,0
"stalk",11,1
"stalkd",8,0
"stall",11,0
"stamp",2,2
"stanch",1,0
"stanchd",1,0
"stand",219,53
"standard",3,0
"standerbi",1,0
"standst",1,0
"stanhop",1,0
"stanza",1,0
"star",21,4
"stare",2,1
"starrd",2,0
"starri",18,0
"start",26,19
"startl",5,1
"state",107,29
"statement",6,2
"statesman",1,0
"station",4,15
"statist",1,0
"statius",2,0
"statiuss",1,0
"statu",1,0
"statur",6,2
"status",4,4
"stay",60,88
"stayd",17,0
"stead",1,0
"steadi",4,1
"steadili",1,4
"steal",2,3
"stealth",4,0
"steam",2,3
"stedfast",4,0
"steed",159,7
"steedswhat",1,0
"steel",51,1
"steeld",4,0
"steeli",9,0
"steep",20,2
"steepd",4,0
"steepi",3,0
"steer",11,1
"stell",1,0
"stellata",1,0
"stem",2,0
"stemmd",2,0
"stentor",3,0
"step",39,5
"stepdam",1,0
"stephana",1,0
"stephanus",1,0
"steppd",3,0
"stern",107,9
"stesichorus",1,0
"steward",1,1
"sthenelaus",1,0
"sthenelus",11,0
"stheneluss",1,0
"stichius",3,0
"stick",2,7
"stiff",11,3
"stiffen",2,0
"stiffend",1,0
"still",176,176
"stilld",2,0
"stillreviv",1,0
"stillrevolv",1,0
"stimul",1,0
"sting",4,0
"stipend",1,0
"stir",6,6
"stirl",1,0
"stirrd",1,0
"stock",2,1
"stole",4,0
"stolen",3,1
"stone",42,33
"stoneswher",1,0
"stoni",5,0
"stood",147,55
"stoodst",2,0
"stoop",22,1
"stoopd",8,0
"stop",25,15
"stoppag",1,0
"stoppd",20,0
"stopsso",1,0
"store",30,21
"storehous",1,0
"stori",11,42
"storm",44,6
"stormd",6,0
"stormi",5,2
"stowd",3,0
"strabo",3,1
"straggl",3,0
"straight",12,31
"strain",17,1
"straind",2,0
"strait",4,7
"straitend",4,0
"straitendparadis",1,0
"strand",19,1
"strang",6,4
"stranger",14,111
"strangl",1,1
"strap",2,5
"stratagem",3,6
"strati",1,0
"strauss",1,0
"strawbuilt",1,0
"stray",5,0
"strayd",1,0
"streak",1,0
"streakd",2,0
"stream",79,16
"streamd",3,0
"streami",3,0
"street",6,6
"strength",87,24
"strengthconf",1,0
"strengthen",7,1
"strengthend",4,0
"strenuous",1,0
"stretch",26,10
"stretchd",49,0
"stretcheth",1,0
"strew",3,2
"strewd",1,0
"strict",4,6
"strictest",1,0
"stride",13,0
"strife",31,1
"strike",24,10
"striker",1,0
"string",13,30
"strip",10,3
"stripl",1,0
"strippd",5,0
"stript",1,0
"strive",15,1
"strivst",2,0
"strode",8,3
"stroke",37,4
"strong",102,40
"stronger",8,12
"strongest",13,0
"strook",5,0
"strove",12,0
"strow",6,0
"strowd",2,0
"struck",44,23
"structur",13,0
"struggl",2,3
"strung",4,6
"stuart",1,0
"stubbl",1,2
"stubborn",11,1
"stuck",5,5
"stud",9,0
"student",1,2
"studi",7,4
"studious",7,0
"stuf",1,0
"stumbl",1,1
"stun",1,1
"stung",12,1
"stunnd",3,0
"stupend",3,0
"stupid",6,0
"sturdi",3,5
"stygian",7,0
"style",16,2
"stymphelus",1,0
"styptic",1,0
"styrian",1,0
"styx",4,1
"sub",1,0
"subdirectori",1,0
"subdu",11,0
"subject",41,6
"subjug",1,0
"sublim",10,0
"submiss",10,0
"submit",14,2
"subordin",1,0
"subscrib",2,1
"subsequ",7,0
"subsid",5,0
"subsist",5,0
"substanc",3,9
"substant",1,0
"substanti",5,1
"substitut",2,0
"subtartarean",1,0
"subterfug",2,0
"subtl",2,1
"subtleti",1,2
"suburb",1,0
"subvert",1,0
"succeed",49,6
"success",37,3
"successless",2,0
"succinct",1,0
"succiso",1,0
"succour",19,0
"suck",3,9
"suckd",1,0
"sudden",54,11
"sue",12,0
"suffer",23,42
"sufferd",3,0
"suffic",14,0
"suffici",6,14
"suffrag",2,0
"suggest",11,17
"suicid",1,0
"suit",20,4
"suitabl",3,2
"suitor",1,251
"sullen",10,0
"sulphur",3,3
"sultri",3,0
"sum",3,4
"summari",1,0
"summarili",1,0
"summer",6,8
"summit",17,2
"summon",10,2
"summond",4,0
"sumptuous",3,0
"sun",59,63
"sunbeam",1,0
"sung",7,0
"sunk",41,1
"sunshin",2,2
"suo",1,0
"sup",1,3
"superb",1,0
"superinduc",1,0
"superintend",1,1
"superior",55,1
"supernatur",2,0
"supernumerari",1,0
"superstit",3,0
"superstiti",1,0
"superstructur",1,0
"supin",11,0
"supper",2,38
"suppl",1,0
"suppli",25,3
"suppliant",21,17
"supplic",7,1
"support",22,21
"suppos",19,31
"supposit",2,1
"suppress",4,0
"suppressd",7,0
"suprem",13,1
"sur",1,0
"surceas",1,0
"surcharg",1,0
"sure",34,63
"surer",2,0
"surest",1,0
"surfac",13,1
"surg",10,0
"surgeon",2,0
"surgic",1,0
"surnam",1,0
"surpass",4,4
"surpassd",8,0
"surpris",16,8
"surround",34,8
"survey",39,0
"surveyd",17,0
"surviv",12,1
"suspect",5,14
"suspend",18,0
"suspens",2,0
"suspicion",4,1
"sustain",29,0
"sustaind",10,0
"susten",1,0
"sutherland",1,0
"swain",21,0
"swallow",3,2
"swam",1,6
"swamp",1,2
"swan",3,0
"swarm",10,0
"swarmd",1,0
"swarth",1,0
"sway",46,2
"swayd",9,0
"swear",14,8
"swearwhen",1,0
"sweat",27,3
"sweati",1,0
"sweep",26,1
"sweepi",1,0
"sweet",20,27
"sweetest",3,0
"swell",42,3
"swelld",16,0
"swept",12,0
"swift",162,1
"swifter",6,0
"swiftest",6,1
"swiftfoot",1,0
"swiftglid",1,0
"swiftwingd",1,0
"swim",12,10
"swine",3,2
"swing",2,1
"swoln",2,0
"swoon",2,2
"sword",70,42
"swordthirlwal",1,0
"swore",5,7
"sworn",3,2
"swung",2,1
"sycamor",1,0
"syllabl",1,0
"sylvan",11,0
"symbol",2,0
"symmetri",2,0
"sympath",1,0
"sympathi",3,1
"sympathizersoften",1,0
"symphora",1,0
"sympo",1,0
"symptom",2,0
"synod",7,0
"synonym",1,1
"system",1,0
"systemwhich",1,0
"tabl",8,40
"tablet",4,0
"tacit",1,0
"tact",2,0
"tactic",1,0
"tae",3,0
"taen",1,0
"tail",3,2
"taint",3,0
"take",99,247
"taken",24,51
"tale",9,14
"talent",14,6
"talfourd",1,0
"talk",8,64
"tall",23,10
"talon",3,4
"talthybius",7,0
"tamarisk",4,0
"tame",16,3
"tancr",1,0
"tant",1,0
"tanto",1,0
"taper",2,0
"tardi",4,0
"tardier",1,0
"targ",5,0
"target",5,0
"tarn",1,0
"tarph",1,0
"tartarean",2,0
"tartarus",2,0
"task",26,6
"tasso",6,0
"tast",18,11
"tatian",1,0
"tatter",1,5
"taught",20,4
"taunt",2,4
"taurus",1,0
"tawdri",1,0
"tawni",1,1
"tax",8,7
"taxat",1,0
"taylor",1,0
"teach",8,2
"teacher",2,0
"team",3,0
"tear",103,43
"teatus",1,0
"tecmessa",1,0
"tectamus",1,0
"tedious",5,0
"tedium",1,0
"teem",4,1
"teeth",9,4
"tegea",1,0
"teicho",1,0
"tela",1,0
"telamon",16,1
"telamonian",5,0
"telemachus",1,271
"tell",35,276
"temp",1,0
"temper",9,1
"temperd",4,0
"tempest",38,0
"tempestu",5,0
"templ",23,6
"temporari",3,0
"tempt",18,3
"ten",27,17
